type	latitude	longitude	altitude (m)	color	scale	sym	name
W	25.625981648	-100.253242041	1138.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.608499665	-100.241154021	1322.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.644181660	-100.234653842	1091.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.606744167	-100.240275144	1202.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.634562793	-100.240183544	1437.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.619537714	-100.257169926	791.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.611561975	-100.230716061	968.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.630361749	-100.242391904	1428.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.635195357	-100.250947366	1097.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.628288602	-100.246721150	1511.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.620789753	-100.259727985	761.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.613238077	-100.264140581	570.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.636768463	-100.254020694	917.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.632535801	-100.249356169	1239.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.640936112	-100.248272065	953.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.644183896	-100.233604756	1036.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.627034706	-100.254887382	984.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.648184776	-100.222117693	655.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.626457528	-100.249560874	1188.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.632654367	-100.244519712	1321.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.623736120	-100.230661216	892.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.633187233	-100.234412334	1756.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.611205421	-100.231848356	1031.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.614261237	-100.232458694	950.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.607251154	-100.244340551	1166.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.614561872	-100.259240244	671.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.640086207	-100.256277058	774.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.613486454	-100.235809748	1172.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.640810015	-100.254499370	834.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.602471726	-100.228776236	1005.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.624799317	-100.240424245	1584.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.630246024	-100.253074752	1116.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.620129599	-100.236642465	1071.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.637112818	-100.246470162	1067.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.621750675	-100.256152210	936.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.639165175	-100.226446903	1022.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.605466886	-100.259007878	584.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.642367109	-100.228256053	1118.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.634544074	-100.236237595	1645.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.638363993	-100.231250705	1395.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.604984960	-100.246397971	895.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.622989311	-100.247785423	1479.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.616489699	-100.230000083	859.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.646842546	-100.226652191	759.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.603353949	-100.248691432	768.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.603606518	-100.235762865	1436.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.608116842	-100.252052853	813.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.625819785	-100.250892289	1247.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.612859020	-100.264053726	570.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.604866290	-100.240189366	1289.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.620217131	-100.242490819	1531.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.637235782	-100.246420534	1065.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.624952667	-100.245054175	1473.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.612037072	-100.249877062	1028.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.629270749	-100.243085228	1520.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.604305286	-100.239950180	1309.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.622215211	-100.251287479	1225.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.620842591	-100.259401468	786.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.641923396	-100.252038533	773.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.627425744	-100.252170258	1046.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.612419958	-100.251848189	979.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.610902831	-100.256905184	685.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.614190424	-100.249258608	1198.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.626347939	-100.253516348	1100.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.644782490	-100.229032605	910.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.626177144	-100.250663821	1218.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.631003852	-100.238805360	1529.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.637283692	-100.246055135	1081.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.621121902	-100.226280347	795.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.611735186	-100.232416854	1054.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.608272396	-100.245566372	1153.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.616104315	-100.242975788	1610.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.630478100	-100.250378474	1253.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.623248793	-100.250898485	1328.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.603443650	-100.231757211	1145.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.617420690	-100.225993786	754.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.604627254	-100.234908824	1375.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.611602613	-100.230303514	948.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.632862604	-100.255658511	879.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.628859602	-100.223831081	1167.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.624205747	-100.260748359	737.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.633648010	-100.228215385	1438.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.631767916	-100.237855010	1598.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.641796863	-100.248448211	994.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.644803771	-100.241994239	1068.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.621052233	-100.243317090	1653.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.631957227	-100.237987346	1589.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.624590979	-100.239567371	1499.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.608342330	-100.236885155	1434.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.636658710	-100.238835305	1510.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.607437676	-100.243240898	1246.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.638580806	-100.234866133	1551.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.635113769	-100.240047575	1452.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.626282290	-100.231227152	1029.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.601751485	-100.234953749	1337.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.616071937	-100.246924997	1413.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.647096744	-100.225218413	703.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.617938933	-100.244340730	1630.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.603273528	-100.238564181	1289.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.605886153	-100.243823416	1069.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.624970853	-100.232914097	1014.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.625708817	-100.249358004	1255.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.636466790	-100.254155202	898.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.611693696	-100.243292950	1453.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.633062197	-100.254412322	965.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.614528035	-100.262086165	608.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.615249020	-100.240529730	1447.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.609370265	-100.236760798	1433.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.630061279	-100.250363914	1260.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.642906061	-100.227534388	1029.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.638697173	-100.228697069	1168.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.611040710	-100.263450841	570.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.626088551	-100.224782310	961.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.621992813	-100.237387248	1137.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.621268130	-100.226138936	798.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.626513824	-100.259376893	805.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.629326941	-100.253888764	1036.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.617232244	-100.233533134	940.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.646324224	-100.222725441	706.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.634124832	-100.224851734	1177.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.632476386	-100.237469275	1631.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.630271412	-100.223010682	1150.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.631974610	-100.234263314	1670.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.625307714	-100.231632056	960.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.605076867	-100.233145443	1179.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.632326959	-100.237513521	1627.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.625662924	-100.251161386	1242.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.618540399	-100.233838878	945.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.642786091	-100.242862347	1146.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.634299400	-100.258461763	727.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.628874401	-100.243078358	1546.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.637424993	-100.228996685	1184.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.606149055	-100.261921661	560.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.603684025	-100.231046476	1086.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.617681959	-100.240733019	1362.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.609113237	-100.234618057	1254.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.636251884	-100.248097167	1121.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.602437027	-100.231186999	1177.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.610283710	-100.226600993	822.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.607464329	-100.254233087	691.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.610781271	-100.256977775	679.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.642748717	-100.244432772	1157.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.607465306	-100.245656511	1110.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.627229999	-100.259961428	762.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.626895842	-100.238585505	1576.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.621919936	-100.236550836	1092.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.603326126	-100.248626781	769.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.642451560	-100.228963242	1128.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.635556229	-100.248121356	1149.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.641842892	-100.225153746	947.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.637572272	-100.237926553	1445.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.608363632	-100.249083545	939.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.638351194	-100.235769858	1504.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.615089147	-100.257660466	791.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.619649837	-100.247345675	1442.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.631579582	-100.251264919	1188.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.622104848	-100.259195006	852.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.627636250	-100.254093620	970.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.615779954	-100.246630722	1442.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.605364116	-100.255535235	628.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.611810964	-100.236424287	1301.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.610431224	-100.248010052	1134.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.619071377	-100.254352306	986.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.633287069	-100.255120050	919.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.633617195	-100.246000652	1254.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.625376256	-100.245852252	1414.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.630413429	-100.249519366	1301.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.605998655	-100.256892471	619.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.615316882	-100.246586465	1455.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.641125744	-100.239826916	1200.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.635243013	-100.230366991	1344.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.644740713	-100.243355966	999.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.646874046	-100.233423644	882.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.608408994	-100.235254872	1348.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.621198074	-100.256382480	889.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.643693378	-100.224644660	848.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.616463723	-100.247087878	1391.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.608170150	-100.234552277	1309.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.605738672	-100.237316994	1433.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.644994583	-100.249728059	948.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.621950874	-100.234848902	1056.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.608902927	-100.245100533	1208.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.642458960	-100.223577949	845.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.612388705	-100.247921846	1174.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.630710280	-100.234057264	1483.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.642104354	-100.248725817	986.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.642029086	-100.247008632	1063.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.644314808	-100.244998723	1098.0	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.637722806	-100.248522031	1049.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.610047375	-100.236632676	1392.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.628590911	-100.241162646	1533.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.643857417	-100.243967190	1099.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.609574323	-100.248642452	1052.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.630682034	-100.227550995	1205.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.636939610	-100.226621076	1196.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.642384155	-100.253497507	721.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.646387820	-100.231464766	928.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.639629098	-100.241520193	1326.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.625192389	-100.245707033	1427.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.614433136	-100.226605285	865.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.624193193	-100.254292589	1153.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.619173087	-100.228377532	818.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.642506318	-100.222831746	796.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.607764079	-100.246677145	1040.4	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.615878341	-100.237299324	1163.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.636482738	-100.240974290	1415.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.620543652	-100.260190976	726.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.618865302	-100.239682249	1264.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.643747851	-100.245761163	1107.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.617027929	-100.243779525	1632.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.605456335	-100.259571320	570.8	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.626267695	-100.236166029	1333.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.613046124	-100.251290707	1025.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.608288402	-100.249836898	903.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.618752175	-100.236318098	1055.9	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.606303805	-100.236209863	1447.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.622486509	-100.261545854	704.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.636462708	-100.235024862	1584.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.622528645	-100.227768299	818.2	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.634465813	-100.228240423	1375.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.618793397	-100.225133568	796.6	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.611236268	-100.252442166	912.7	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.614178855	-100.232069621	940.3	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.640952552	-100.227067524	1178.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.602928360	-100.246882823	808.5	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
W	25.607190709	-100.246521725	1029.1	#00ff00	0.15	http://maps.google.com/mapfiles/kml/shapes/placemark_circle.png	
